x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.5916528105735779,0.5286686420440674,0.4812762439250946,0.45420682430267334,0.42168956995010376,0.5294091701507568,0.5295199751853943,0.5340570211410522,0.5355704426765442,0.5746937394142151,0.5745542645454407,0.5717817544937134,0.5689576268196106,0.6195361614227295,0.6177377104759216,0.609234094619751,0.6024063229560852,0.6616607904434204,0.6708609461784363,0.6786479949951172,0.6853682994842529,0.9827656149864197,0.9433645009994507,0.8446032404899597,0.7686264514923096,0.7197070121765137,0.7555518746376038,0.7563919425010681,0.8307081460952759,0.8782525062561035,0.7592287659645081,0.7621193528175354,0.8397786021232605,0.89020174741745,0.7764258980751038,0.772584080696106,0.8393983840942383,0.8864338397979736,0.797048807144165,0.7263352870941162,0.6804196834564209,0.6384958028793335,-7.733194138381805e-07,-0.01778898388147354,-0.02555331028997898,-0.03434944525361061,-0.038936857134103775,-0.01114006619900465,-0.03982177749276161,-0.05489640682935715,-0.059196993708610535,-0.014222908765077591,-0.04564148560166359,-0.055194683372974396,-0.054520610719919205,-0.021406136453151703,-0.05538279935717583,-0.055160555988550186,-0.04454858601093292,-0.029154421761631966,-0.04778575152158737,-0.04744395986199379,-0.04170803353190422
0.5792564153671265,0.518086314201355,0.4750846326351166,0.44740554690361023,0.4147486686706543,0.5203351974487305,0.5257048010826111,0.5312569737434387,0.5327895283699036,0.5648521780967712,0.5716397166252136,0.5711243748664856,0.5677867531776428,0.609508752822876,0.6158897876739502,0.6054081320762634,0.5935225486755371,0.6508513689041138,0.6605899930000305,0.6703866124153137,0.6778116226196289,0.9574534893035889,0.8967781662940979,0.795005202293396,0.7202611565589905,0.6743533611297607,0.7076151967048645,0.6918951272964478,0.772078275680542,0.8304252028465271,0.7122671604156494,0.7101728916168213,0.7933945059776306,0.8478732109069824,0.7304770350456238,0.7292094826698303,0.803106963634491,0.8554455041885376,0.750416100025177,0.6740010976791382,0.62616366147995,0.5845034122467041,-6.440998845391732e-07,-0.01380640547722578,-0.02066822163760662,-0.030927125364542007,-0.03668118640780449,0.0015620453050360084,-0.028879860416054726,-0.04596162214875221,-0.049125753343105316,-0.0031420739833265543,-0.0361056812107563,-0.04869837313890457,-0.047776754945516586,-0.012520436197519302,-0.04698449373245239,-0.04814309999346733,-0.035962965339422226,-0.022282060235738754,-0.03800014778971672,-0.03573234751820564,-0.027360854670405388
0.5735293626785278,0.5091215968132019,0.4642448425292969,0.4389041066169739,0.40492650866508484,0.518772542476654,0.5128876566886902,0.516185998916626,0.5178835391998291,0.5617254376411438,0.5555711388587952,0.554611086845398,0.5522558093070984,0.6041423678398132,0.597557783126831,0.5880827903747559,0.5795983672142029,0.6435551643371582,0.6533030867576599,0.6637577414512634,0.6712490320205688,0.9149340391159058,0.8556900024414062,0.7510226368904114,0.6683319807052612,0.6186800599098206,0.6760729551315308,0.6434752941131592,0.7173681259155273,0.7738458514213562,0.6804288625717163,0.6581490635871887,0.7393784523010254,0.7974360585212708,0.6938374042510986,0.6755619049072266,0.7493749856948853,0.8068072199821472,0.7088941931724548,0.6280679702758789,0.5782323479652405,0.5345312356948853,-5.906472324568313e-07,-0.014876729808747768,-0.02219635620713234,-0.032704684883356094,-0.03904758766293526,0.0007271502399817109,-0.02752084657549858,-0.043838270008563995,-0.04782048612833023,-0.003166326554492116,-0.03557314723730087,-0.048516251146793365,-0.048758793622255325,-0.011675089597702026,-0.043639350682497025,-0.04406718909740448,-0.03304147347807884,-0.020998984575271606,-0.03629940748214722,-0.035928092896938324,-0.030385637655854225
0.556098461151123,0.49602365493774414,0.45362329483032227,0.42888808250427246,0.39594539999961853,0.5157826542854309,0.5057129859924316,0.5042340755462646,0.5056381821632385,0.5578334927558899,0.5470293164253235,0.5405569076538086,0.538551926612854,0.5995464324951172,0.5901984572410583,0.5764707922935486,0.5688227415084839,0.6384241580963135,0.6502713561058044,0.6598438024520874,0.6685331463813782,0.8781027793884277,0.8177255988121033,0.7081701755523682,0.6252221465110779,0.5730656981468201,0.6393483877182007,0.602698564529419,0.6831479072570801,0.7426998019218445,0.6466196179389954,0.6236629486083984,0.7146139144897461,0.7746888995170593,0.6626834869384766,0.6438287496566772,0.7255896329879761,0.7859563827514648,0.6790779829025269,0.5946356058120728,0.5416509509086609,0.4941966235637665,-6.78014430377516e-07,-0.016276953741908073,-0.023163309320807457,-0.033595871180295944,-0.039778780192136765,-0.0027123610489070415,-0.03415239602327347,-0.049661628901958466,-0.05225071310997009,-0.0064013623632490635,-0.043728724122047424,-0.055226679891347885,-0.053339384496212006,-0.015289517119526863,-0.05283490568399429,-0.05185406655073166,-0.038279976695775986,-0.025027146562933922,-0.04415428265929222,-0.04487146809697151,-0.039404310286045074
0.5473659634590149,0.487392783164978,0.44580593705177307,0.42259833216667175,0.3887850046157837,0.5068390369415283,0.5018472671508789,0.5015013813972473,0.5024231672286987,0.5511667132377625,0.5455313324928284,0.5381765365600586,0.534152090549469,0.5940114259719849,0.5911436676979065,0.5734726190567017,0.5605456829071045,0.6331462264060974,0.647892951965332,0.6605941653251648,0.6719300746917725,0.846335232257843,0.789391279220581,0.681419849395752,0.5938386917114258,0.5402539968490601,0.6126523017883301,0.5738104581832886,0.6529842615127563,0.7111343145370483,0.6182559132575989,0.5937743782997131,0.6855741143226624,0.7443065643310547,0.6342833042144775,0.6145966053009033,0.6963438987731934,0.7555299401283264,0.6514810919761658,0.5668131113052368,0.5126354694366455,0.46263521909713745,-6.637694127675786e-07,-0.02077728882431984,-0.030907703563570976,-0.04319191724061966,-0.051142942160367966,-0.01273555401712656,-0.04599331319332123,-0.0619434230029583,-0.06506083160638809,-0.014619909226894379,-0.05328221991658211,-0.06478267908096313,-0.06335628777742386,-0.021511530503630638,-0.06104300543665886,-0.06027967110276222,-0.04690384119749069,-0.02936847135424614,-0.05025622248649597,-0.05159974470734596,-0.04669598489999771
0.5378207564353943,0.4785996973514557,0.4382256865501404,0.4176683723926544,0.3830941915512085,0.4979777932167053,0.49900734424591064,0.49656277894973755,0.4946128726005554,0.5437429547309875,0.5427660346031189,0.5318336486816406,0.5230879783630371,0.5873210430145264,0.5855918526649475,0.5660642981529236,0.5511966347694397,0.627146303653717,0.6452071666717529,0.6605290174484253,0.6734914779663086,0.8302000761032104,0.7736400961875916,0.6568042039871216,0.568125307559967,0.5152096748352051,0.5863463282585144,0.550534188747406,0.6320971250534058,0.6965264678001404,0.5954539179801941,0.571024477481842,0.6629822850227356,0.7294083833694458,0.614029049873352,0.5938696265220642,0.6747485995292664,0.7365506291389465,0.6327829957008362,0.5446964502334595,0.4894641637802124,0.43926864862442017,-7.024741535133217e-07,-0.019033681601285934,-0.02729778364300728,-0.03822408989071846,-0.04503307491540909,-0.00906404945999384,-0.04278666153550148,-0.05956302210688591,-0.06255921721458435,-0.012186802923679352,-0.05252910777926445,-0.06519415229558945,-0.0630977526307106,-0.02053230069577694,-0.06055357679724693,-0.06136278063058853,-0.04809199646115303,-0.029720554128289223,-0.049585551023483276,-0.05091727897524834,-0.04589199647307396
0.529958188533783,0.47073692083358765,0.43233081698417664,0.41332244873046875,0.38051608204841614,0.4961073398590088,0.49577414989471436,0.4919785261154175,0.4887300431728363,0.5424001216888428,0.5389360785484314,0.5267558693885803,0.5172777771949768,0.5865513682365417,0.5838563442230225,0.5629547238349915,0.5461499094963074,0.6269258856773376,0.6456193327903748,0.6624161005020142,0.6761494874954224,0.8154257535934448,0.7536965608596802,0.6331365704536438,0.5446692705154419,0.49105000495910645,0.5666487216949463,0.5297788977622986,0.6121376752853394,0.6756646633148193,0.5784181952476501,0.5527583956718445,0.6468765735626221,0.7136310338973999,0.5983462333679199,0.5744002461433411,0.656213104724884,0.7182390093803406,0.6180751323699951,0.5310165286064148,0.47690585255622864,0.42563462257385254,-7.352961119977408e-07,-0.016841627657413483,-0.024105913937091827,-0.03449586406350136,-0.04062223061919212,-0.007585013750940561,-0.04039347171783447,-0.055949531495571136,-0.058618396520614624,-0.011926539242267609,-0.053207386285066605,-0.06567415595054626,-0.06331295520067215,-0.02131318487226963,-0.061738334596157074,-0.06167275086045265,-0.04800685495138168,-0.031418681144714355,-0.05193654075264931,-0.0535917766392231,-0.04893355071544647
0.5202834010124207,0.46232423186302185,0.42821812629699707,0.4102051258087158,0.3778974711894989,0.49390268325805664,0.4947178065776825,0.48768651485443115,0.48334091901779175,0.5410102009773254,0.5390415787696838,0.5226843953132629,0.5115201473236084,0.5847219228744507,0.5833224654197693,0.5595080852508545,0.5419144034385681,0.6240082383155823,0.6465028524398804,0.6650406718254089,0.6809753179550171,0.8040422797203064,0.7345446348190308,0.6106074452400208,0.5232688188552856,0.4709279537200928,0.5512081980705261,0.5118066072463989,0.5940187573432922,0.6575978994369507,0.5653084516525269,0.5402572154998779,0.6362578272819519,0.7039327621459961,0.5884503722190857,0.5682269930839539,0.6525776982307434,0.7158983945846558,0.6117380857467651,0.5244646668434143,0.46995848417282104,0.41906777024269104,-7.644161996722687e-07,-0.015681607648730278,-0.02268151193857193,-0.03292442485690117,-0.0387415774166584,-0.008441532962024212,-0.04100017249584198,-0.05580013617873192,-0.05775924026966095,-0.013347018510103226,-0.05491204932332039,-0.06657923012971878,-0.06316898763179779,-0.022967886179685593,-0.06378159672021866,-0.06274895370006561,-0.04781365022063255,-0.0331743024289608,-0.05356438085436821,-0.054395850747823715,-0.048824064433574677
0.5131719708442688,0.45679882168769836,0.42472660541534424,0.4078846275806427,0.37577491998672485,0.49260833859443665,0.49344131350517273,0.48435020446777344,0.47765058279037476,0.5404207706451416,0.537639856338501,0.5192154049873352,0.5049644708633423,0.5838291645050049,0.5823066830635071,0.5561618208885193,0.5358378291130066,0.6222015023231506,0.6456108093261719,0.6655944585800171,0.6829311847686768,0.8006321787834167,0.7323888540267944,0.6029929518699646,0.5135318040847778,0.4582263231277466,0.5319628119468689,0.5037592649459839,0.5862264037132263,0.6508848071098328,0.5492373704910278,0.5361602902412415,0.6320372223854065,0.7012197971343994,0.5777954459190369,0.5647443532943726,0.6482884883880615,0.7108795046806335,0.6064581274986267,0.5193223357200623,0.463519811630249,0.41175609827041626,-8.073174626588298e-07,-0.0182568971067667,-0.025315027683973312,-0.03533617779612541,-0.04103493317961693,-0.007561348378658295,-0.04055777192115784,-0.05606570839881897,-0.05778798833489418,-0.011497577652335167,-0.05426832661032677,-0.06761708855628967,-0.06430815160274506,-0.020450204610824585,-0.06357843428850174,-0.06493676453828812,-0.050231870263814926,-0.029958575963974,-0.05114150047302246,-0.05227380618453026,-0.0460498221218586
0.5071055889129639,0.4509184956550598,0.420782208442688,0.40550586581230164,0.37250834703445435,0.49153923988342285,0.4920717179775238,0.48028790950775146,0.4718039631843567,0.539262056350708,0.5354260206222534,0.5152373313903809,0.49990031123161316,0.5821430087089539,0.5794127583503723,0.552014946937561,0.5307151079177856,0.6197624802589417,0.6451131105422974,0.666346549987793,0.6846424341201782,0.79264235496521,0.7248491644859314,0.5971524119377136,0.5065239667892456,0.45094019174575806,0.5301147103309631,0.49809640645980835,0.5786006450653076,0.6431868672370911,0.547298789024353,0.5344940423965454,0.6273887753486633,0.695918083190918,0.5754517912864685,0.5632198452949524,0.6424997448921204,0.7029503583908081,0.6030474901199341,0.5169758796691895,0.46177902817726135,0.411395788192749,-8.076910944510018e-07,-0.019665086641907692,-0.027905074879527092,-0.03882969915866852,-0.04564254730939865,-0.009575054049491882,-0.04299714043736458,-0.05922231078147888,-0.06148570403456688,-0.01309393160045147,-0.05620085075497627,-0.07065732777118683,-0.06830891221761703,-0.021651631221175194,-0.06469286233186722,-0.06746158003807068,-0.054021768271923065,-0.03087620437145233,-0.05214384198188782,-0.05401526764035225,-0.04852408543229103
